text,rating,date,useful_votes,producto,text_clean,text_length,year_month
Increíble que no le pongan un cargador. Dentro de poco va a venir la caja sola.,3,2025-03-14,0,Samsung A15,increible que no le pongan un cargador dentro de poco va a venir la caja sola,16,2025-03
Hasta ahora todo ok.,3,2025-03-14,0,Samsung A15,hasta ahora todo ok,4,2025-03
"No trae cargador, viene solo con el cable usado!!!.",3,2025-03-06,0,Samsung A15,no trae cargador viene solo con el cable usado,9,2025-03
Quisiera saber si es normal que solo lo pueda cargar cuando tiene 5% o menos de bateria. Si le pongo antes no carga. Gracias.,3,2025-03-06,0,Samsung A15,quisiera saber si es normal que solo lo pueda cargar cuando tiene 5 o menos de bateria si le pongo antes no carga gracias,24,2025-03
Precio calidad acorde. Lo recomiendo.,3,2025-03-05,0,Samsung A15,precio calidad acorde lo recomiendo,5,2025-03
"Buenoo, pero no puede venir sin cargador!! dejen de robarnos !!!!!!!! antes venían con cargador, auriculares y cable usb. Muy capitalistas se volvieron.",3,2025-03-04,0,Samsung A15,buenoo pero no puede venir sin cargador dejen de robarnos  antes venian con cargador auriculares y cable usb muy capitalistas se volvieron,22,2025-03
Es de gama baja. La cámara es medio pelo. Pero safa para manterme comunicado con mí hija.,3,2025-03-04,0,Samsung A15,es de gama baja la camara es medio pelo pero safa para manterme comunicado con mi hija,17,2025-03
La verdad no sorprende en nada la batería no dura lo que dicen se tilda muy seguido me sorprende de sansung un celular que no recomiendo andar anda pero ahí. La cámara es malisima la verdad traten de estirarse un poco más y compren algo de más calidad. 👎👎👎.,3,2025-02-23,0,Samsung A15,la verdad no sorprende en nada la bateria no dura lo que dicen se tilda muy seguido me sorprende de sansung un celular que no recomiendo andar anda pero ahi la camara es malisima la verdad traten de estirarse un poco mas y compren algo de mas calidad ,48,2025-02
"Hace dias q lo tengo, x ahora zafa, no es gran cosa, pero por el precio, estoy conforme. Solo que deberia traer cargador!!!.",3,2025-02-22,0,Samsung A15,hace dias q lo tengo x ahora zafa no es gran cosa pero por el precio estoy conforme solo que deberia traer cargador,23,2025-02
Buen equipo con prestaciones razonables a su capacidad de memoria. Muy recomendable.,3,2025-02-20,0,Samsung A15,buen equipo con prestaciones razonables a su capacidad de memoria muy recomendable,12,2025-02
Aceptable.,3,2025-02-19,0,Samsung A15,aceptable,1,2025-02
Bueno en precio y calidad.,3,2025-02-19,0,Samsung A15,bueno en precio y calidad,5,2025-02
Buenísimo. Lo único que debería traer adaptador para el usb.,3,2025-02-18,0,Samsung A15,buenisimo lo unico que deberia traer adaptador para el usb,10,2025-02
Safa lo malo que no viene con cargador.,3,2025-02-12,0,Samsung A15,safa lo malo que no viene con cargador,8,2025-02
"El celular en sí funciona bastante bien, lo mejor la pantalla se ve nítido al ser amoled. El desempeño no es demasiado fluido, se queda corto los 4gb de ram. Por el precio, creo que se paga eso por ser samsung nomás, se consigue otras marcas con muy buenas prestaciones por menor precio aún y con todos los accesorios. No volvería a comprar este samsung a15, esperaba algo mejor.",3,2025-02-12,0,Samsung A15,el celular en si funciona bastante bien lo mejor la pantalla se ve nitido al ser amoled el desempeno no es demasiado fluido se queda corto los 4gb de ram por el precio creo que se paga eso por ser samsung nomas se consigue otras marcas con muy buenas prestaciones por menor precio aun y con todos los accesorios no volveria a comprar este samsung a15 esperaba algo mejor,69,2025-02
Se tilda aveces y la pantalla se pone rara.,3,2025-02-11,0,Samsung A15,se tilda aveces y la pantalla se pone rara,9,2025-02
Bastante bueno.,3,2025-02-08,0,Samsung A15,bastante bueno,2,2025-02
Es de baja calidad pero me sirve.,3,2025-02-07,0,Samsung A15,es de baja calidad pero me sirve,7,2025-02
Le doy 3 estrellas por qué no trae cargador y no me gusta gastar de más por un producto que de fabrica tiene que tener cargador.,3,2025-02-07,0,Samsung A15,le doy 3 estrellas por que no trae cargador y no me gusta gastar de mas por un producto que de fabrica tiene que tener cargador,26,2025-02
Bien. Pero con el. Precio me ubiese encantado que venga con su cargador completo pero bueno.,3,2025-02-05,0,Samsung A15,bien pero con el precio me ubiese encantado que venga con su cargador completo pero bueno,16,2025-02
Como todo samsung calienta la batería.,3,2025-02-04,0,Samsung A15,como todo samsung calienta la bateria,6,2025-02
"Safable. Lo tengo hace menos de 2 meses y como que cuando quiero tomar algo, se maneja solo. Lo tengo que andar apagando a cada rato.",3,2025-01-30,0,Samsung A15,safable lo tengo hace menos de 2 meses y como que cuando quiero tomar algo se maneja solo lo tengo que andar apagando a cada rato,26,2025-01
"Considerando el precio estoy conforme con la velocidad y con la cámara, lo que no me convence es la batería, tenia un a21s y la carga de este a15 es muy inferior.",3,2025-01-28,0,Samsung A15,considerando el precio estoy conforme con la velocidad y con la camara lo que no me convence es la bateria tenia un a21s y la carga de este a15 es muy inferior,32,2025-01
Fue para regalo y no me han dicho nada malo por lo menos aún.,3,2025-01-28,0,Samsung A15,fue para regalo y no me han dicho nada malo por lo menos aun,14,2025-01
"Me gusta pero no me encanta. La batería dura poco, fotos saca medio pelo. No es lo que esperaba.",3,2025-01-14,0,Samsung A15,me gusta pero no me encanta la bateria dura poco fotos saca medio pelo no es lo que esperaba,19,2025-01
Muy buena lastima que no trabajo su cargador y ningun accesorios.,3,2025-01-08,0,Samsung A15,muy buena lastima que no trabajo su cargador y ningun accesorios,11,2025-01
"Comparé con redmi y le gama en todo, diseño no, materiales el tiempo dirá. Relacion precio en hard está mejor.",3,2025-01-04,0,Samsung A15,compare con redmi y le gama en todo diseno no materiales el tiempo dira relacion precio en hard esta mejor,20,2025-01
Todo ok solo que el cable de carga me vino con la. Misma ficha de los 2 lados.,3,2025-01-03,0,Samsung A15,todo ok solo que el cable de carga me vino con la misma ficha de los 2 lados,18,2025-01
Nada paradestacar.,3,2024-12-31,0,Samsung A15,nada paradestacar,2,2024-12
"Esta muy bueno, lo malo que tiene es que ya no vienen con el cargador incorporado y viene con ficha c.",3,2024-12-28,0,Samsung A15,esta muy bueno lo malo que tiene es que ya no vienen con el cargador incorporado y viene con ficha c,21,2024-12
"El teléfono se ve bastante lindo, pero me parece muy rata que no venga con el cargador incluído, auriculares tampoco.",3,2024-12-25,0,Samsung A15,el telefono se ve bastante lindo pero me parece muy rata que no venga con el cargador incluido auriculares tampoco,20,2024-12
La única crítica es que no trae el cargador.,3,2024-12-25,0,Samsung A15,la unica critica es que no trae el cargador,9,2024-12
"Maso mejor es un a13,lo. Malo que solo viene con cable usb ,malisimo. ,desp un celu basico.",3,2024-12-23,0,Samsung A15,maso mejor es un a13lo malo que solo viene con cable usb malisimo desp un celu basico,17,2024-12
Pierdo señal muy frecuente con este modelo de teléfono lo demás de 10!.,3,2024-12-23,0,Samsung A15,pierdo senal muy frecuente con este modelo de telefono lo demas de 10,13,2024-12
"Disconforme. La batería dura todo el día, pero igual dura la de mi teléfono viejo q tiene 3 años. Se pone lento con poco.",3,2024-12-22,0,Samsung A15,disconforme la bateria dura todo el dia pero igual dura la de mi telefono viejo q tiene 3 anos se pone lento con poco,24,2024-12
Bbb.,3,2024-12-18,0,Samsung A15,bbb,1,2024-12
"La cámara no es muy buena, la batería dura mucho demás funciones cumple bastante bien.",3,2024-12-18,0,Samsung A15,la camara no es muy buena la bateria dura mucho demas funciones cumple bastante bien,15,2024-12
Me vino el cable con la ficha igual de las dos puntas.,3,2024-12-11,0,Samsung A15,me vino el cable con la ficha igual de las dos puntas,12,2024-12
Es sencillo no puedo aspirar a mejores.,3,2024-12-10,0,Samsung A15,es sencillo no puedo aspirar a mejores,7,2024-12
"El celular es lindo buen tamaño, dura bastante la batería, las fotos son lindas con buena luz, lo único que no me gustó es que no se ven las notificaciones en la pantalla de bloqueo, por que no tiene el always on display.",3,2024-12-02,0,Samsung A15,el celular es lindo buen tamano dura bastante la bateria las fotos son lindas con buena luz lo unico que no me gusto es que no se ven las notificaciones en la pantalla de bloqueo por que no tiene el always on display,43,2024-12
"Esta bien previo calidad ,batería dura un dia , y no trae cargador.",3,2024-11-28,0,Samsung A15,esta bien previo calidad bateria dura un dia  y no trae cargador,12,2024-11
Titila los mensajes de wsapp cuando lo abro. Es molesto.,3,2024-11-27,0,Samsung A15,titila los mensajes de wsapp cuando lo abro es molesto,10,2024-11
Es el de baja calidad de samsung.,3,2024-11-27,0,Samsung A15,es el de baja calidad de samsung,7,2024-11
Está bueno pero se gasta muy pronto la batería. Por eso lo cambié.,3,2024-11-24,0,Samsung A15,esta bueno pero se gasta muy pronto la bateria por eso lo cambie,13,2024-11
"El producto viene sin cargador de batería y presenta fallas de firmaware, ejecutare la garantía en cualquier momento.",3,2024-11-24,0,Samsung A15,el producto viene sin cargador de bateria y presenta fallas de firmaware ejecutare la garantia en cualquier momento,18,2024-11
"No muy bueno, la batería dura poco , y el cable del cargador, no es rápido.",3,2024-11-22,0,Samsung A15,no muy bueno la bateria dura poco  y el cable del cargador no es rapido,15,2024-11
"Patetico n incluir cargador. Ya lo sabia, pero sigue siendo una verguenza.",3,2024-11-14,0,Samsung A15,patetico n incluir cargador ya lo sabia pero sigue siendo una verguenza,12,2024-11
La batería dura muy poco! hasta pensé en devolverlo pero es un lío.,3,2024-11-12,0,Samsung A15,la bateria dura muy poco hasta pense en devolverlo pero es un lio,13,2024-11
"Hola. Quería comentar y ver si me pueden dar una solución. El producto que compré hace un mes está andando muy mal, no responde al táctil, se tilda, se queda la pantalla en negro. Me gustaría saber qué puedo hacer en ese caso. Gracias.",3,2024-11-12,0,Samsung A15,hola queria comentar y ver si me pueden dar una solucion el producto que compre hace un mes esta andando muy mal no responde al tactil se tilda se queda la pantalla en negro me gustaria saber que puedo hacer en ese caso gracias,44,2024-11
Hola. No trae cargador y no dice las características que debe tener. Chau.,3,2024-11-11,0,Samsung A15,hola no trae cargador y no dice las caracteristicas que debe tener chau,13,2024-11
"Es un hermoso celu, lo malo es que no viene con el cargador, osea solo viene el cable usb, el enchufe lo tenes q comprar aparte.",3,2024-11-11,0,Samsung A15,es un hermoso celu lo malo es que no viene con el cargador osea solo viene el cable usb el enchufe lo tenes q comprar aparte,26,2024-11
"Excelente producto,lo único malo, no trae cargador.",3,2024-11-07,0,Samsung A15,excelente productolo unico malo no trae cargador,7,2024-11
El producto está bueno pero por lo menos un cargador por que son muy saladitos precio calidad esta bien no un 10 pero bien duración de batería maso nomas no dura mucho no llega a 24 hs pero lo demás bien.,3,2024-11-05,0,Samsung A15,el producto esta bueno pero por lo menos un cargador por que son muy saladitos precio calidad esta bien no un 10 pero bien duracion de bateria maso nomas no dura mucho no llega a 24 hs pero lo demas bien,41,2024-11
"Por qué no trae un cargador cómo todos los celulares?? le daría 1 sola estrella por lo que pagué. Debe ser costoso agregar un cargador, no?.",3,2024-10-31,0,Samsung A15,por que no trae un cargador como todos los celulares le daria 1 sola estrella por lo que pague debe ser costoso agregar un cargador no,26,2024-10
"En ciertos momentos se notan los 4gb de ram que le quedan cortos. Venia de un xiaomi redmi8 y noto que este no cambia mucho con respeto a la funcionalidad, y la bateria no me parece muy duradera creo que la bateria de mi viejo redmi aguantaba mas. Lo que si tiene una carga rapida excelente en 25min tenes el celu cargado. Depues la camara esta bien y lo que mas me gusto es la estetica exterior del celu con un color amarillo. Por su precio lo recomiendo, no esperes un super celu.",3,2024-10-30,0,Samsung A15,en ciertos momentos se notan los 4gb de ram que le quedan cortos venia de un xiaomi redmi8 y noto que este no cambia mucho con respeto a la funcionalidad y la bateria no me parece muy duradera creo que la bateria de mi viejo redmi aguantaba mas lo que si tiene una carga rapida excelente en 25min tenes el celu cargado depues la camara esta bien y lo que mas me gusto es la estetica exterior del celu con un color amarillo por su precio lo recomiendo no esperes un super celu,93,2024-10
Normal poca durabilidad de batería es bueno.,3,2024-10-30,0,Samsung A15,normal poca durabilidad de bateria es bueno,7,2024-10
La verdad se tilda mucho por ser nuevo y el táctil no funciona bien.,3,2024-10-29,0,Samsung A15,la verdad se tilda mucho por ser nuevo y el tactil no funciona bien,14,2024-10
"Tendrían que avisar que no trae cargador ,muy decepcionado,el cargador es fundamental,enojado.",3,2024-10-27,0,Samsung A15,tendrian que avisar que no trae cargador muy decepcionadoel cargador es fundamentalenojado,12,2024-10
Tendría que traer cargador.,3,2024-10-26,0,Samsung A15,tendria que traer cargador,4,2024-10
Es muy lindo por ahora llevamos horas probando lo que es ♡.,3,2024-10-26,0,Samsung A15,es muy lindo por ahora llevamos horas probando lo que es hearts,12,2024-10
Estoy teniendo problemas de sofware.,3,2024-10-26,0,Samsung A15,estoy teniendo problemas de sofware,5,2024-10
"Se tilda mucho , y tarda en sacar fotos.",3,2024-10-25,0,Samsung A15,se tilda mucho  y tarda en sacar fotos,8,2024-10
Buenas noches. Les comento que está funcionando mal el celular que compré.,3,2024-10-25,0,Samsung A15,buenas noches les comento que esta funcionando mal el celular que compre,12,2024-10
Le falta el cargador si igual se paga. Si trae cargador.,3,2024-10-24,0,Samsung A15,le falta el cargador si igual se paga si trae cargador,11,2024-10
Algo adecuado al precio que me salió ya q hubiera sido mejor con mayor capacidad de almacenamiento.,3,2024-10-24,0,Samsung A15,algo adecuado al precio que me salio ya q hubiera sido mejor con mayor capacidad de almacenamiento,17,2024-10
Es una pena que no haya traído el cabezal del cargador sólo cable.,3,2024-10-23,0,Samsung A15,es una pena que no haya traido el cabezal del cargador solo cable,13,2024-10
